Order_Date,Ship_Mode,Segment,City,State,Region,Category,Sub_Category,Sales,Month,Quarter
2018-06-17,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Paper,12.224,6,2
2018-06-17,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,2.304,6,2
2018-06-17,First Class,Corporate,Skokie,Illinois,Central,Office Supplies,Binders,9.36,6,2
2017-11-14,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,7.38,11,4
2015-07-25,Second Class,Consumer,San Francisco,California,West,Office Supplies,Storage,53.72,7,3
2015-07-25,Second Class,Consumer,San Francisco,California,West,Furniture,Furnishings,77.92,7,3
2016-07-02,Same Day,Consumer,Houston,Texas,Central,Office Supplies,Appliances,32.784,7,3
2018-03-02,Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,196.776,3,1
2018-03-02,Standard Class,Corporate,Los Angeles,California,West,Technology,Accessories,479.94,3,1
2016-04-18,First Class,Consumer,Monroe,Louisiana,South,Technology,Accessories,106.5,4,2
2018-12-02,Standard Class,Home Office,Tampa,Florida,South,Office Supplies,Binders,45.66,12,4
2017-11-11,Standard Class,Corporate,Chicago,Illinois,Central,Technology,Accessories,95.968,11,4
2017-11-11,Standard Class,Corporate,Chicago,Illinois,Central,Furniture,Chairs,47.992,11,4
2015-09-05,Standard Class,Consumer,Bowling Green,Ohio,East,Office Supplies,Storage,264.32,9,3
2018-05-02,Standard Class,Corporate,Westfield,New Jersey,East,Furniture,Furnishings,129.93,5,2
2017-10-15,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,20.16,10,4
2017-10-15,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,29.46,10,4
2017-10-15,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,12.96,10,4
2017-10-15,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Technology,Phones,5.5,10,4
2017-10-15,Standard Class,Home Office,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,121.6,10,4
2016-04-06,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Art,42.048,4,2
2016-04-06,Standard Class,Consumer,Houston,Texas,Central,Technology,Accessories,25.488,4,2
2016-04-06,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,6.9,4,2
2016-04-06,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,9.648,4,2
2016-04-06,Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Paper,7.968,4,2
2015-10-24,Standard Class,Home Office,Fort Lauderdale,Florida,South,Office Supplies,Paper,10.368,10,4
2015-08-17,Standard Class,Corporate,Little Rock,Arkansas,South,Office Supplies,Paper,114.2,8,3
2015-08-17,Standard Class,Corporate,Little Rock,Arkansas,South,Office Supplies,Binders,17.96,8,3
2015-08-17,Standard Class,Corporate,Little Rock,Arkansas,South,Office Supplies,Fasteners,12.67,8,3
2015-08-17,Standard Class,Corporate,Little Rock,Arkansas,South,Technology,Accessories,339.96,8,3
2016-09-06,First Class,Corporate,La Quinta,California,West,Technology,Accessories,46.32,9,3
2016-01-27,Second Class,Consumer,Cleveland,Ohio,East,Furniture,Chairs,181.986,1,1
2016-01-27,Second Class,Consumer,Cleveland,Ohio,East,Technology,Phones,431.976,1,1
2016-01-27,Second Class,Consumer,Cleveland,Ohio,East,Technology,Phones,155.37,1,1
2017-04-30,Standard Class,Corporate,Scottsdale,Arizona,West,Furniture,Furnishings,111.888,4,2
2015-09-26,Second Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,143.952,9,3
2017-09-08,Standard Class,Home Office,Malden,Massachusetts,East,Furniture,Bookcases,173.94,9,3
2017-09-08,Standard Class,Home Office,Malden,Massachusetts,East,Office Supplies,Labels,14.76,9,3
2018-04-16,Standard Class,Consumer,San Jose,California,West,Office Supplies,Storage,205.92,4,2
2018-04-16,Standard Class,Consumer,San Jose,California,West,Furniture,Bookcases,102.833,4,2
2016-08-16,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Art,2.304,8,3
2016-08-16,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,313.024,8,3
2016-08-16,Standard Class,Consumer,Phoenix,Arizona,West,Office Supplies,Labels,5.04,8,3
2018-11-19,Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Binders,21.96,11,4
2017-09-14,Standard Class,Home Office,Columbia,South Carolina,South,Office Supplies,Paper,25.92,9,3
2016-09-26,Standard Class,Consumer,New York City,New York,East,Technology,Accessories,50.0,9,3
2017-10-08,Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,51.712,10,4
2016-03-24,Standard Class,Corporate,Coral Springs,Florida,South,Office Supplies,Appliances,6.992,3,1
2016-05-31,Standard Class,Consumer,Orem,Utah,West,Office Supplies,Labels,15.75,5,2
2016-05-31,Standard Class,Consumer,Orem,Utah,West,Office Supplies,Storage,323.1,5,2
2016-12-25,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Labels,9.216,12,4
2016-12-25,Standard Class,Consumer,Nashville,Tennessee,South,Office Supplies,Paper,10.368,12,4
2016-03-17,Second Class,Corporate,New York City,New York,East,Technology,Accessories,15.02,3,1
2016-03-17,Second Class,Corporate,New York City,New York,East,Office Supplies,Storage,33.82,3,1
2018-12-21,First Class,Consumer,Bowling Green,Kentucky,South,Technology,Accessories,71.0,12,4
2018-11-01,Second Class,Consumer,Bellingham,Washington,West,Office Supplies,Binders,25.12,11,4
2018-09-07,Standard Class,Corporate,New York City,New York,East,Office Supplies,Storage,478.08,9,3
2018-12-27,Same Day,Corporate,Newark,Ohio,East,Technology,Phones,164.388,12,4
2018-12-27,Same Day,Corporate,Newark,Ohio,East,Office Supplies,Art,13.248,12,4
2018-07-16,Standard Class,Home Office,Woodstock,Illinois,Central,Office Supplies,Art,2.912,7,3
2015-11-22,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,16.23,11,4
2015-11-22,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Binders,319.9,11,4
2015-11-22,Standard Class,Corporate,Columbus,Georgia,South,Office Supplies,Envelopes,11.36,11,4
2015-01-26,Standard Class,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,62.82,1,1
2015-01-26,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Storage,489.92,1,1
2015-01-26,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,19.44,1,1
2015-01-26,Standard Class,Home Office,Alexandria,Virginia,South,Office Supplies,Paper,16.68,1,1
2015-01-26,Standard Class,Home Office,Alexandria,Virginia,South,Technology,Phones,155.35,1,1
2015-01-26,Standard Class,Home Office,Alexandria,Virginia,South,Furniture,Furnishings,12.42,1,1
2015-01-26,Standard Class,Home Office,Alexandria,Virginia,South,Technology,Phones,187.98,1,1
2016-11-03,Standard Class,Corporate,Haltom City,Texas,Central,Office Supplies,Envelopes,6.608,11,4
2018-06-30,Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,248.57,6,2
2018-06-30,Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,22.23,6,2
2017-05-05,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Storage,5.98,5,2
2017-05-05,Standard Class,Home Office,Los Angeles,California,West,Technology,Phones,246.168,5,2
2017-09-08,Standard Class,Consumer,Wheeling,Illinois,Central,Furniture,Furnishings,14.136,9,3
2018-11-24,Second Class,Corporate,Summerville,South Carolina,South,Technology,Phones,79.1,11,4
2018-11-24,Second Class,Corporate,Summerville,South Carolina,South,Office Supplies,Binders,327.84,11,4
2018-05-13,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Envelopes,180.96,5,2
2018-05-13,Standard Class,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,14.94,5,2
2018-04-23,Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,121.94,4,2
2018-04-23,Standard Class,Consumer,New York City,New York,East,Office Supplies,Supplies,122.71,4,2
2017-06-04,Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,14.94,6,2
2017-06-04,Same Day,Consumer,New York City,New York,East,Furniture,Bookcases,136.784,6,2
2017-06-04,Same Day,Consumer,New York City,New York,East,Furniture,Furnishings,61.12,6,2
2015-12-16,Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Binders,1.167,12,4
2017-03-04,Standard Class,Home Office,San Diego,California,West,Office Supplies,Art,16.99,3,1
2015-11-25,Standard Class,Corporate,Arlington,Texas,Central,Technology,Accessories,24.672,11,4
2015-11-25,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,2.52,11,4
2015-11-25,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Labels,5.904,11,4
2015-11-25,Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,15.696,11,4
2015-11-25,Standard Class,Corporate,Arlington,Texas,Central,Furniture,Furnishings,6.096,11,4
2017-04-28,Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,41.568,4,2
2015-04-26,Standard Class,Corporate,Los Angeles,California,West,Furniture,Chairs,230.28,4,2
2015-04-26,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Binders,18.288,4,2
2018-04-01,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Labels,5.78,4,2
2018-04-01,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,121.68,4,2
2018-12-22,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Art,4.17,12,4
2018-12-22,Standard Class,Corporate,Carlsbad,New Mexico,West,Technology,Phones,67.04,12,4
2018-12-22,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Storage,37.32,12,4
2018-12-22,Standard Class,Corporate,Carlsbad,New Mexico,West,Office Supplies,Labels,18.45,12,4
2015-12-03,Second Class,Corporate,Saint Louis,Missouri,Central,Office Supplies,Paper,25.92,12,4
2018-10-22,First Class,Home Office,New York City,New York,East,Office Supplies,Envelopes,63.9,10,4
2018-10-22,First Class,Home Office,New York City,New York,East,Technology,Phones,52.99,10,4
2018-11-13,First Class,Corporate,Springfield,Ohio,East,Technology,Accessories,60.864,11,4
2018-11-13,First Class,Corporate,Springfield,Ohio,East,Office Supplies,Binders,11.22,11,4
2016-09-10,Standard Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Paper,14.94,9,3
2018-05-15,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,39.96,5,2
2018-05-15,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,42.624,5,2
2018-05-15,Standard Class,Consumer,Seattle,Washington,West,Furniture,Chairs,220.96,5,2
2016-07-05,Second Class,Corporate,Fayetteville,North Carolina,South,Furniture,Furnishings,4.928,7,3
2016-07-05,Second Class,Corporate,Fayetteville,North Carolina,South,Office Supplies,Binders,7.23,7,3
2016-08-15,Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Storage,323.1,8,3
2018-06-12,Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.04,6,2
2018-06-12,Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,13.128,6,2
2018-06-12,Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,64.14,6,2
2016-02-20,Standard Class,Consumer,Hot Springs,Arkansas,South,Technology,Accessories,29.99,2,1
2017-12-29,First Class,Consumer,Aurora,Illinois,Central,Office Supplies,Paper,186.048,12,4
2017-04-17,Second Class,Home Office,Raleigh,North Carolina,South,Technology,Phones,36.792,4,2
2017-04-17,Second Class,Home Office,Raleigh,North Carolina,South,Furniture,Furnishings,18.624,4,2
2015-09-07,Second Class,Consumer,Tulsa,Oklahoma,Central,Furniture,Furnishings,57.69,9,3
2015-09-07,Second Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Binders,42.81,9,3
2015-09-07,Second Class,Consumer,Tulsa,Oklahoma,Central,Office Supplies,Paper,12.96,9,3
2015-09-07,Second Class,Consumer,Tulsa,Oklahoma,Central,Technology,Phones,104.85,9,3
2017-09-26,Standard Class,Corporate,Hesperia,California,West,Furniture,Bookcases,424.9575,9,3
2018-09-17,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,10.776,9,3
2018-09-17,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,11.784,9,3
2018-09-17,Second Class,Corporate,Provo,Utah,West,Office Supplies,Paper,164.88,9,3
2018-09-17,Second Class,Corporate,Provo,Utah,West,Office Supplies,Binders,25.584,9,3
2018-09-17,Second Class,Corporate,Provo,Utah,West,Office Supplies,Storage,261.74,9,3
2018-09-17,Second Class,Corporate,Provo,Utah,West,Office Supplies,Labels,14.4,9,3
2017-08-16,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Envelopes,10.86,8,3
2018-11-28,Standard Class,Corporate,New York City,New York,East,Office Supplies,Envelopes,79.96,11,4
2018-04-14,First Class,Home Office,Springfield,Missouri,Central,Office Supplies,Binders,8.76,4,2
2017-05-01,First Class,Consumer,Memphis,Tennessee,South,Office Supplies,Labels,3.984,5,2
2017-05-01,First Class,Consumer,Memphis,Tennessee,South,Furniture,Tables,370.62,5,2
2017-05-01,First Class,Consumer,Memphis,Tennessee,South,Office Supplies,Binders,2.742,5,2
2017-10-01,Same Day,Consumer,Amarillo,Texas,Central,Technology,Accessories,79.512,10,4
2017-10-01,Same Day,Consumer,Amarillo,Texas,Central,Office Supplies,Paper,28.352,10,4
2016-08-25,Standard Class,Home Office,Los Angeles,California,West,Furniture,Chairs,40.784,8,3
2016-08-25,Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Appliances,105.96,8,3
2015-09-09,Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,166.44,9,3
2015-09-09,Second Class,Corporate,Lowell,Massachusetts,East,Office Supplies,Paper,26.2,9,3
2018-12-03,Same Day,Consumer,San Diego,California,West,Office Supplies,Paper,166.44,12,4
2018-11-27,Standard Class,Consumer,Asheville,North Carolina,South,Office Supplies,Art,8.76,11,4
2018-11-27,Standard Class,Consumer,Asheville,North Carolina,South,Office Supplies,Appliances,43.584,11,4
2015-06-21,Same Day,Consumer,Pueblo,Colorado,West,Office Supplies,Binders,11.088,6,2
2015-06-21,Same Day,Consumer,Pueblo,Colorado,West,Office Supplies,Binders,25.164,6,2
2018-01-21,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Binders,14.4,1,1
2018-01-21,Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Binders,89.52,1,1
2018-01-21,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Machines,350.973,1,1
2018-01-21,Standard Class,Home Office,Jackson,Michigan,Central,Technology,Phones,164.99,1,1
2018-06-29,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,312.552,6,2
2017-09-06,Standard Class,Consumer,Thomasville,North Carolina,South,Office Supplies,Envelopes,95.952,9,3
2017-09-06,Standard Class,Consumer,Thomasville,North Carolina,South,Office Supplies,Binders,3.204,9,3
2017-08-04,First Class,Consumer,Peoria,Illinois,Central,Office Supplies,Binders,3.98,8,3
2016-11-12,First Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,15.7,11,4
2015-06-30,First Class,Consumer,Chicago,Illinois,Central,Office Supplies,Art,5.248,6,2
2018-12-04,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,5.346,12,4
2017-08-28,Standard Class,Consumer,Englewood,Colorado,West,Office Supplies,Paper,15.48,8,3
2017-08-28,Standard Class,Consumer,Englewood,Colorado,West,Technology,Phones,108.576,8,3
2017-01-22,Standard Class,Corporate,Seattle,Washington,West,Furniture,Furnishings,109.9,1,1
2015-10-15,Standard Class,Consumer,Hialeah,Florida,South,Furniture,Furnishings,15.384,10,4
2017-02-07,First Class,Consumer,Lancaster,Ohio,East,Office Supplies,Paper,30.352,2,1
2015-03-18,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Paper,21.376,3,1
2015-03-18,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Art,8.016,3,1
2015-03-18,Standard Class,Home Office,Jacksonville,Florida,South,Furniture,Furnishings,30.768,3,1
2015-03-18,Standard Class,Home Office,Jacksonville,Florida,South,Office Supplies,Fasteners,18.936,3,1
2015-03-18,Standard Class,Home Office,Jacksonville,Florida,South,Furniture,Furnishings,122.352,3,1
2015-05-24,Standard Class,Consumer,Baltimore,Maryland,East,Office Supplies,Paper,116.28,5,2
2018-07-11,Second Class,Consumer,New York City,New York,East,Technology,Accessories,132.6,7,3
2018-06-16,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Supplies,16.68,6,2
2018-06-16,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Paper,19.44,6,2
2018-06-16,Standard Class,Home Office,Carlsbad,New Mexico,West,Office Supplies,Paper,192.16,6,2
2016-01-30,Standard Class,Consumer,Los Angeles,California,West,Furniture,Furnishings,227.36,1,1
2016-12-11,Standard Class,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,12.828,12,4
2018-10-09,First Class,Corporate,Lakewood,Ohio,East,Furniture,Furnishings,45.888,10,4
2018-07-29,Second Class,Consumer,Troy,New York,East,Office Supplies,Art,60.12,7,3
2015-04-25,Standard Class,Consumer,Wilmington,North Carolina,South,Technology,Phones,302.376,4,2
2016-12-01,Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Art,13.9,12,4
2015-12-04,Standard Class,Corporate,New York City,New York,East,Technology,Phones,129.98,12,4
2018-08-26,Standard Class,Home Office,Columbus,Georgia,South,Technology,Accessories,71.98,8,3
2015-09-07,Standard Class,Consumer,New York City,New York,East,Technology,Phones,377.97,9,3
2018-12-21,Standard Class,Consumer,Costa Mesa,California,West,Office Supplies,Storage,124.36,12,4
2015-12-06,Second Class,Consumer,Houston,Texas,Central,Furniture,Furnishings,23.976,12,4
2015-11-04,Second Class,Corporate,Cary,North Carolina,South,Office Supplies,Fasteners,8.376,11,4
2015-11-04,Second Class,Corporate,Cary,North Carolina,South,Office Supplies,Appliances,58.24,11,4
2017-04-14,Second Class,Consumer,Alexandria,Virginia,South,Office Supplies,Storage,81.2,4,2
2015-10-04,Standard Class,Consumer,Vallejo,California,West,Office Supplies,Labels,14.45,10,4
2015-10-04,Standard Class,Consumer,Vallejo,California,West,Office Supplies,Binders,95.648,10,4
2018-11-07,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,359.97,11,4
2018-11-07,Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables,350.352,11,4
2018-12-22,First Class,Consumer,Toledo,Ohio,East,Office Supplies,Binders,1.641,12,4
2018-02-13,Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Art,6.63,2,1
2018-02-13,Standard Class,Consumer,Seattle,Washington,West,Furniture,Furnishings,107.53,2,1
2015-07-02,Standard Class,Consumer,Plainfield,New Jersey,East,Technology,Phones,73.98,7,3
2015-07-02,Standard Class,Consumer,Plainfield,New Jersey,East,Office Supplies,Art,5.58,7,3
2016-02-21,Second Class,Consumer,Las Cruces,New Mexico,West,Office Supplies,Paper,49.12,2,1
2016-11-13,Standard Class,Consumer,Newark,Delaware,East,Technology,Phones,377.97,11,4
2016-11-13,Standard Class,Consumer,Newark,Delaware,East,Office Supplies,Paper,42.28,11,4
2016-11-13,Standard Class,Consumer,Newark,Delaware,East,Furniture,Bookcases,299.97,11,4
2016-11-13,Standard Class,Consumer,Newark,Delaware,East,Technology,Phones,89.98,11,4
2018-04-16,First Class,Corporate,Hoover,Alabama,South,Office Supplies,Supplies,477.24,4,2
2018-04-16,First Class,Corporate,Hoover,Alabama,South,Technology,Accessories,25.98,4,2
2017-02-25,Second Class,Consumer,Newark,Ohio,East,Office Supplies,Envelopes,46.72,2,1
2015-11-04,Standard Class,Consumer,San Diego,California,West,Furniture,Furnishings,35.34,11,4
2016-06-20,Second Class,Corporate,San Francisco,California,West,Furniture,Furnishings,257.64,6,2
2016-06-20,Second Class,Corporate,San Francisco,California,West,Technology,Phones,125.976,6,2
2018-08-07,Second Class,Consumer,Jacksonville,North Carolina,South,Technology,Accessories,79.992,8,3
2016-11-22,Standard Class,Home Office,Frisco,Texas,Central,Technology,Accessories,27.168,11,4
2016-12-04,Standard Class,Consumer,Tallahassee,Florida,South,Office Supplies,Binders,8.226,12,4
2015-08-08,Second Class,Consumer,Vacaville,California,West,Office Supplies,Storage,423.28,8,3
2015-05-26,Standard Class,Consumer,Los Angeles,California,West,Furniture,Chairs,225.296,5,2
2016-04-17,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Art,5.56,4,2
2016-04-17,Standard Class,Consumer,San Francisco,California,West,Technology,Accessories,323.37,4,2
2016-04-17,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,11.96,4,2
2017-06-11,Second Class,Consumer,New York City,New York,East,Technology,Accessories,239.97,6,2
2017-03-11,Standard Class,Home Office,Columbus,Georgia,South,Furniture,Furnishings,76.92,3,1
2017-03-11,Standard Class,Home Office,Columbus,Georgia,South,Office Supplies,Storage,481.32,3,1
2015-05-26,First Class,Home Office,Murray,Utah,West,Office Supplies,Paper,48.4,5,2
2018-10-12,First Class,Home Office,San Francisco,California,West,Technology,Accessories,0.99,10,4
2018-10-12,First Class,Home Office,San Francisco,California,West,Office Supplies,Binders,101.84,10,4
2018-06-22,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,10.332,6,2
2018-06-22,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,31.155,6,2
2018-06-22,Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Storage,8.928,6,2
2018-01-15,First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,34.384,1,1
2016-04-02,Standard Class,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,32.192,4,2
2016-04-02,Standard Class,Consumer,Dallas,Texas,Central,Technology,Accessories,50.12,4,2
2016-04-02,Standard Class,Consumer,Dallas,Texas,Central,Technology,Accessories,47.976,4,2
2017-09-03,Standard Class,Consumer,Waukesha,Wisconsin,Central,Office Supplies,Storage,54.5,9,3
2018-12-10,First Class,Consumer,Fort Lauderdale,Florida,South,Furniture,Furnishings,19.104,12,4
2017-11-22,Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,49.44,11,4
2018-11-11,Standard Class,Home Office,Springfield,Ohio,East,Office Supplies,Paper,10.368,11,4
2017-10-21,Standard Class,Consumer,San Diego,California,West,Office Supplies,Storage,154.44,10,4
2016-12-21,Standard Class,Corporate,Colorado Springs,Colorado,West,Office Supplies,Appliances,60.984,12,4
2016-07-17,Second Class,Consumer,Bakersfield,California,West,Furniture,Bookcases,195.466,7,3
2018-04-30,Standard Class,Corporate,Pompano Beach,Florida,South,Furniture,Furnishings,23.68,4,2
2018-04-30,Standard Class,Corporate,Pompano Beach,Florida,South,Technology,Accessories,2.376,4,2
2018-05-06,First Class,Consumer,New York City,New York,East,Office Supplies,Labels,59.2,5,2
2018-11-20,Standard Class,Consumer,Lakeville,Minnesota,Central,Office Supplies,Art,22.0,11,4
2017-11-11,Standard Class,Consumer,Detroit,Michigan,Central,Technology,Phones,257.98,11,4
2017-11-05,Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,23.988,11,4
2017-10-09,Standard Class,Corporate,Troy,Ohio,East,Technology,Phones,23.976,10,4
2016-09-21,First Class,Home Office,Los Angeles,California,West,Office Supplies,Fasteners,7.9,9,3
2015-12-02,Standard Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,58.36,12,4
2015-12-02,Standard Class,Corporate,Corpus Christi,Texas,Central,Office Supplies,Art,16.464,12,4
2015-12-02,Standard Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,39.96,12,4
2015-09-21,First Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Appliances,25.96,9,3
2015-09-21,First Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Appliances,36.27,9,3
2015-09-21,First Class,Corporate,Omaha,Nebraska,Central,Office Supplies,Paper,6.48,9,3
2015-04-12,Standard Class,Corporate,Redondo Beach,California,West,Technology,Phones,438.368,4,2
2015-04-12,Standard Class,Corporate,Redondo Beach,California,West,Office Supplies,Binders,18.088,4,2
2015-04-12,Standard Class,Corporate,Redondo Beach,California,West,Furniture,Bookcases,308.499,4,2
2018-10-20,Standard Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Art,13.36,10,4
2018-10-20,Standard Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Paper,39.96,10,4
2018-10-20,Standard Class,Consumer,Little Rock,Arkansas,South,Office Supplies,Binders,145.85,10,4
2016-11-01,First Class,Consumer,Salem,Oregon,West,Office Supplies,Art,7.88,11,4
2018-11-03,Standard Class,Consumer,Las Cruces,New Mexico,West,Furniture,Furnishings,41.37,11,4
2016-05-12,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,12.84,5,2
2016-05-12,Standard Class,Consumer,San Francisco,California,West,Office Supplies,Paper,25.68,5,2
2016-09-07,Standard Class,Consumer,El Paso,Texas,Central,Furniture,Chairs,47.516,9,3
2016-07-25,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,9.42,7,3
2016-07-25,Second Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,12.96,7,3
2016-11-16,Second Class,Home Office,Milwaukee,Wisconsin,Central,Office Supplies,Paper,179.82,11,4
2016-11-16,Second Class,Home Office,Milwaukee,Wisconsin,Central,Furniture,Furnishings,185.58,11,4
2016-11-16,Second Class,Home Office,Milwaukee,Wisconsin,Central,Furniture,Tables,214.11,11,4
2016-09-01,Standard Class,Home Office,Franklin,Massachusetts,East,Office Supplies,Binders,114.6,9,3
2016-09-01,Standard Class,Home Office,Franklin,Massachusetts,East,Furniture,Chairs,60.74,9,3
2016-09-01,Standard Class,Home Office,Franklin,Massachusetts,East,Furniture,Furnishings,124.36,9,3
2017-05-05,First Class,Consumer,Encinitas,California,West,Office Supplies,Binders,6.72,5,2
2017-05-05,First Class,Consumer,Encinitas,California,West,Furniture,Tables,298.776,5,2
2017-12-31,Standard Class,Consumer,Anaheim,California,West,Technology,Phones,302.376,12,4
2018-09-18,First Class,Consumer,Arlington,Texas,Central,Office Supplies,Art,8.928,9,3
2018-09-18,First Class,Consumer,Arlington,Texas,Central,Office Supplies,Storage,47.584,9,3
2015-09-25,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Paper,33.792,9,3
2015-09-25,Standard Class,Home Office,Houston,Texas,Central,Furniture,Bookcases,300.5328,9,3
2015-09-25,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,2.724,9,3
2015-09-25,Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Envelopes,3.264,9,3
2017-04-23,First Class,Consumer,Lancaster,Ohio,East,Office Supplies,Paper,108.336,4,2
2017-04-23,First Class,Consumer,Lancaster,Ohio,East,Office Supplies,Storage,55.92,4,2
2017-04-23,First Class,Consumer,Lancaster,Ohio,East,Office Supplies,Paper,78.304,4,2
2015-11-01,Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Storage,443.92,11,4
2015-11-01,Standard Class,Consumer,Portland,Oregon,West,Technology,Phones,155.976,11,4
2018-01-26,Second Class,Corporate,Hoover,Alabama,South,Office Supplies,Art,15.47,1,1
2018-01-26,Second Class,Corporate,Hoover,Alabama,South,Office Supplies,Binders,7.16,1,1
2018-11-11,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,10.89,11,4
2018-11-11,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,11,4
2018-11-11,Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,121.6,11,4
